user_id,y,x_001,x_002,x_003,x_004,x_005,x_006,x_007,x_008,x_009,x_010,x_011,x_012,x_013,x_014,x_015,x_016,x_017,x_018,x_019,x_020,x_021,x_022,x_023,x_024,x_025,x_026,x_027,x_028,x_029,x_030,x_031,x_032,x_033,x_034,x_035,x_036,x_037,x_038,x_039,x_040,x_041,x_042,x_043,x_044,x_045,x_046,x_047,x_055,x_056,x_057,x_058,x_059,x_060,x_061,x_074,x_075,x_076,x_077,x_078,x_079,x_080,x_121,x_122,x_123,x_124,x_125,x_126,x_127,x_131,x_132,x_134,x_137,x_139,x_142,x_143,x_144,x_145,x_146,x_147,x_148,x_149,x_150,x_151,x_152,x_153,x_154,x_155,x_156,x_157,x_158,x_162,x_163,x_164,x_165,x_166,x_167,x_168,x_169,x_170,x_171,x_175,x_176,x_177,x_178,x_179,x_180,x_181,x_182,x_183,x_184,x_185,x_186,x_187,x_188,x_189,x_190,x_191,x_192,x_193,x_194,x_195,x_196,x_197,x_198,x_199
A02488,1,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,2,1,0,0,0,1,0,1,4,0,1,0,0,0,0,1,1,1,1,5,5,5,1,1,1,1,5,5,5,1,1,1,1,5,5,5,1,1,1,1,5,5,5,0,0,0,0,0,0,,0,,,,790.73,1,0,1,1,48,0,48,3,48,3,1,0,1,1,48,0,48,3,48,3,1,0,1,1,48,0,48,3,48,3,,,,1,0,1,0,1,0,1,0,1,0,1,0
A02493,0,1,37,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,7,0,0,0,3,2,1,0,1,4,2,0,3,5,7,0,0,0,0,0,1,1,1,1,400,400,400,1,1,1,1,400,400,400,1,1,1,1,400,400,400,1,1,1,1,400,400,400,4000,0,0,0,0,1,8000,2,4000,4000,2053,2053,1,1,1,1,2,1,1,1,1,1,3,3,2,2,14,5,9,6,9,6,4,3,3,3,21,6,15,10,15,10,10409.69,2053,781.56,0,0,0,0,5,5,6,6,15,15,18,18
A02499,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,2,4,1,0,0,4,1,0,2,3,8,0,0,0,0,0,9,3,3,1.722108211,19756.53,6585.51,1.243066765,9,3,3,1.722108211,19756.53,6585.51,1.243066765,9,3,3,1.722108211,19756.53,6585.51,1.149487954,9,3,3,1.722108211,19756.53,6585.51,68.82854142,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,1,1,1
A02500,1,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,3,0,0,0,1,1,1,0,0,1,1,1,2,3,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,180,180,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,7,6,1,1,1,1,720,180,30,0,0,0,0,1,1,1,1,3,3,3,3
A02502,1,0,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,0,0,0,1,3,1,0,0,0,2,0,1,3,2,1,0,0,0,0,3,3,1,100,3742,1247.333333,2.592534478,3,3,1,100,3742,1247.333333,2.592534478,3,3,1,100,3742,1247.333333,1.465777852,3,3,1,100,3742,1247.333333,4.41265441,1900,0,0,2,3,2,5700.1,4,1900,0.1,2090,2064,1,0,1,0,2,0,2,2,0,0,1,1,1,1,14,2,12,12,10,10,2,2,2,2,22,5,17,16,15,14,6913.7,2090,358.85,1,1,1,1,3,3,4,4,5,5,6,6
A02504,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,1,0,0,1,0,0,2,3,2,0,0,0,0,0,18,2,9,2.116332101,4827.1,2413.55,1.078887108,6,1,6,6,3995.4,3995.4,3995.4,6,1,6,6,3995.4,3995.4,3995.4,6,1,6,6,3995.4,3995.4,3995.4,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,5,5,1,1,5,5,1,1,5,5
A02508,1,0,32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,0,0,0,1,1,1,0,0,2,1,0,2,3,2,0,0,0,0,0,46,6,7.666666667,2.795482292,66938.3,11156.38333,1.551160389,46,6,7.666666667,2.795482292,66938.3,11156.38333,1.551160389,46,6,7.666666667,2.795482292,66938.3,11156.38333,1.34046261,46,6,7.666666667,2.795482292,66938.3,11156.38333,9.594099415,2000,0,0,0,0,1,2000,1,2000,2000,2161.22,2000,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,2,1,1,3,2,1,1,1,1,4361.22,2200,2161.22,1,1,2,2,4,4,9,9,4,4,10,10
A02515,0,0,32,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,1,1,1,2,0,0,0,1,0,1,2,2,0,0,0,0,0,22,4,5.5,1.144442949,32954.68,8238.67,0.953881782,22,4,5.5,1.144442949,32954.68,8238.67,0.953881782,21,3,7,1.524199156,32854.68,10951.56,1.117552172,21,3,7,1.524199156,32854.68,10951.56,5.668978094,2000,0,0,1,2,3,30000,12,4000,2000,2034.05,2032.7,1,1,1,1,7,1,6,3,6,3,1,1,1,1,8,2,6,3,6,3,3,3,3,3,28,17,11,7,11,7,30355.05,3060,1000,0,0,0,0,1,1,1,1,1,1,1,1
A02516,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,2,2,3,4,4,8000.07,5,3000,0.07,188,196.63,1,1,0,0,1,1,0,0,0,0,1,1,1,1,7,5,2,1,2,1,3,3,1,1,28,10,18,5,18,5,3090.01,813.01,143.74,2,2,3,3,4,4,5,5,10,9,15,14
A02520,1,1,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,0,0,0,2,2,1,0,1,2,1,0,3,4,4,0,0,0,0,0,48,6,8,1.88118409,43158.61,7193.101667,1.711047576,45,6,7.5,1.876181803,42758.51,7126.418333,1.690718986,45,6,7.5,1.876181803,42758.51,7126.418333,1.508479723,45,6,7.5,1.876181803,42758.51,7126.418333,7.774541034,3000,0,0,2,2,4,12310.2,9,3000,0.1,223.44,2856,2,1,1,1,6,1,5,5,5,5,3,3,1,1,15,9,6,6,6,6,5,5,1,1,22,16,6,6,6,6,9852.7,1540.5,187.67,1,1,1,1,3,3,4,4,11,11,22,22
A02522,1,0,30,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,3,5,0,0,0,2,1,1,0,2,1,1,1,3,8,0,0,0,0,0,0,13,6,2.166666667,1.110661027,18075.16,3012.526667,0.90280687,12,5,2.4,1.151828165,18075.15,3615.03,1.080409455,12,5,2.4,1.151828165,18075.15,3615.03,1.08343133,12,5,2.4,1.151828165,18075.15,3615.03,5.106545101,700,2,3,3,8,5,21800.08,13,3000,0.08,334.67,330.83,2,2,1,1,8,3,5,5,5,5,5,5,1,1,13,8,5,5,5,5,5,5,2,2,22,13,9,9,9,9,12677.77,2060,330.83,4,3,5,4,7,6,11,10,9,8,13,12
A02523,0,0,28,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,9,0,0,0,3,1,1,0,0,3,4,2,2,6,6,1,0,0,0,0,72,6,12,1.923396071,202440.36,33740.06,1.1627831,70,6,11.66666667,2.025335568,201968.36,33661.39333,1.164448747,70,6,11.66666667,2.025335568,201968.36,33661.39333,1.079907717,70,6,11.66666667,2.025335568,201968.36,33661.39333,5.980168038,0.01,1,1,2,7,3,29058.01,16,3000,0.01,53,304.08,3,2,3,2,6,2,4,4,3,3,3,2,3,2,15,4,11,10,10,9,4,3,4,3,21,8,13,12,12,11,8846.66,2060,53,2,2,3,3,3,3,4,4,7,7,8,8
A02525,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,2,0,0,0,2,1,1,0,0,1,1,0,2,3,2,0,0,0,0,0,15,5,3,1.492537313,25775.5,5155.1,2.189451417,15,5,3,1.492537313,25775.5,5155.1,2.189451417,15,5,3,1.492537313,25775.5,5155.1,1.613637096,15,5,3,1.492537313,25775.5,5155.1,7.514424974,1200,1,2,3,6,4,9180.3,10,1200,0.3,345.57,345.57,1,1,1,1,2,1,1,1,1,1,2,2,2,2,10,7,3,2,3,2,2,2,2,2,17,12,5,4,5,4,12823.37,2710,93.55,1,1,1,1,2,2,3,3,2,2,5,5
A02529,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2,195.4,195.4,195.4,2,1,2,2,195.4,195.4,195.4,2,1,2,2,195.4,195.4,195.4,2,1,2,2,195.4,195.4,195.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02530,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,13,6,2.166666667,1.837645136,9013.01,1502.168333,0.695773937,4,3,1.333333333,2.270082101,7350.01,2450.003333,1.010151729,4,3,1.333333333,2.270082101,7350.01,2450.003333,1.05241058,4,3,1.333333333,2.270082101,7350.01,2450.003333,3.376189096,0.1,2,2,2,2,2,0.42,2,0.32,0.1,241.16,580.3,1,1,1,1,52,5,47,7,47,7,1,1,1,1,56,7,49,9,49,9,1,1,1,1,67,10,57,17,57,17,1775.32,241.16,25,1,1,1,1,2,2,2,2,2,2,2,2
A02534,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,3,3,1,0,1,4,1,0,3,5,6,0,0,1,0,0,3,2,1.5,2.091738691,1249.22,624.61,5.858415793,3,2,1.5,2.091738691,1249.22,624.61,5.858415793,3,2,1.5,2.091738691,1249.22,624.61,1.70080906,3,2,1.5,2.091738691,1249.22,624.61,3.098890651,0,0,0,0,0,0,,0,,,50,2085.95,0,0,0,0,0,0,0,0,0,0,1,0,1,1,87,0,87,24,87,24,2,1,1,1,397,1,396,109,396,109,50,50,50,0,0,0,0,0,0,0,0,3,3,3,3
A02535,1,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,1,0,0,1,0,1,2,4,1,0,0,0,0,0,41,6,6.833333333,3.944428374,62213.9,10368.98333,4.458651071,41,6,6.833333333,3.944428374,62213.9,10368.98333,4.458651071,41,6,6.833333333,3.944428374,62213.9,10368.98333,2.207400309,41,6,6.833333333,3.944428374,62213.9,10368.98333,10.66463498,0.16,4,6,6,10,6,23960.76,14,8000,0.16,2000,2400,1,1,1,1,2,1,1,1,1,1,2,2,1,1,4,3,1,1,1,1,2,2,1,1,12,8,4,3,4,3,11212.5,2040,1020,1,1,1,1,2,2,2,2,3,3,3,3
A02537,1,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,2,1,1,0,0,1,1,0,2,4,1,0,0,0,0,0,12,4,3,1.634216699,13874.2,3468.55,1.483349737,12,4,3,1.634216699,13874.2,3468.55,1.483349737,11,4,2.75,1.821192053,13736.2,3434.05,1.57856578,11,4,2.75,1.821192053,13736.2,3434.05,5.732861343,3000,1,1,2,9,3,21224.8,10,3000,1772,1203.84,,2,2,0,0,5,5,0,0,0,0,2,2,0,0,11,11,0,0,0,0,2,2,0,0,11,11,0,0,0,0,17583.8,2000,54.58,2,2,5,5,2,2,5,5,3,3,7,7
A02540,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,3,1,0,0,2,1,0,2,5,2,0,0,0,0,0,3,2,1.5,2.091738691,1397.55,698.775,3.682293409,3,2,1.5,2.091738691,1397.55,698.775,3.682293409,2,2,1,100,1397.55,698.775,1.348229119,2,2,1,100,1397.55,698.775,19.96113001,17000,0,0,0,0,1,17000,1,17000,17000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,1,1,1,3,3,4,4
A02543,1,0,30,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,4,0,0,0,2,1,1,0,0,3,1,0,2,3,4,0,0,0,0,0,23,6,3.833333333,1.785456955,93313.91,15552.31833,0.991618555,23,6,3.833333333,1.785456955,93313.91,15552.31833,0.991618555,7,3,2.333333333,2.003376195,64644.9,21548.3,1.6929268,15,5,3,2.97029703,93113.91,18622.782,9.499825903,0.1,0,0,1,1,1,0.1,1,0.1,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,1,1,1,1,1,1,1,1
A02549,0,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,1,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,20,6,3.333333333,0.981475621,40750.69,6791.781667,0.905315769,20,6,3.333333333,0.981475621,40750.69,6791.781667,0.905315769,18,5,3.6,0.98443593,27750.69,5550.138,0.706213741,19,5,3.8,1.06332196,28750.69,5750.138,3.579207853,3000,1,1,2,5,2,12650,6,3000,1425,2060,2060,2,2,1,1,6,5,1,1,1,1,2,2,1,1,16,13,3,2,3,2,2,2,1,1,17,14,3,2,3,2,10546.77,2060,116.65,0,0,0,0,1,1,1,1,2,2,4,4
A02550,0,0,25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10,7,0,0,0,4,6,1,0,4,2,0,1,3,8,9,0,0,0,0,0,25,3,8.333333333,1.310096835,7499.01,2499.67,1.160511453,4,2,2,1.404283777,1411.65,705.825,2.144287529,24,2,12,1200,7475.01,3737.505,1.926064689,24,2,12,1200,7475.01,3737.505,8.898261516,0.44,1,1,1,1,1,0.44,1,0.44,0.44,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,9,8,11,10,10,9,13,12,24,18,31,24
A02551,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,3,1,0,0,0,0,2,0,5,1,0,0,0,0,0,4,3,1.333333333,2.270082101,5480,1826.666667,0.961385755,3,2,1.5,2.091738691,5000,2500,1.178511302,3,2,1.5,2.091738691,5000,2500,1.201438565,3,2,1.5,2.091738691,5000,2500,2.642442172,3000,1,1,1,1,1,3000,1,3000,3000,,866.67,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,,,,4,4,5,5,4,4,5,5,4,4,5,5
A02552,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,1,1,0,0,0,2,1,1,5,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,4,1,4,1,,,,0,0,0,0,0,0,0,0,1,1,3,3
A02553,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,7,0,0,1,3,3,2,0,0,2,5,0,2,8,6,0,0,0,0,0,29,6,4.833333333,1.318405268,45129.58,7521.596667,1.381184042,26,6,4.333333333,1.128557913,45129.58,7521.596667,1.381184042,26,6,4.333333333,1.128557913,45129.58,7521.596667,1.202482891,26,6,4.333333333,1.128557913,45129.58,7521.596667,6.699331647,3000,1,2,2,3,4,14000,5,3000,2500,393.24,1600.64,2,1,1,1,3,2,1,1,1,1,4,2,2,2,8,6,2,2,2,2,7,5,2,2,20,16,4,3,4,3,9504.99,2500.87,215.07,3,3,4,4,4,4,5,5,6,6,14,14
A02555,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,1,1,0,2,3,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,26,0,26,12,26,12,,,,0,0,0,0,1,1,1,1,5,5,7,6
A02559,0,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,39.1,39.1,39.1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,2024,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15,3,12,5,12,5,6072,2024,2024,0,0,0,0,0,0,0,0,1,1,1,1
A02564,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,1,2,1,0,0,0,1,0,1,1,2,1,0,0,0,0,6,5,1.2,2.62459387,7848.5,1569.7,1.861877967,6,5,1.2,2.62459387,7848.5,1569.7,1.861877967,6,5,1.2,2.62459387,7848.5,1569.7,1.453090003,6,5,1.2,2.62459387,7848.5,1569.7,13.54535161,4000,0,0,2,3,3,10500,5,4000,500,203,100,2,2,0,0,3,3,0,0,0,0,4,4,3,3,22,16,6,4,6,4,5,5,3,3,38,27,11,7,11,7,11690.96,3180,50,0,0,0,0,2,2,2,2,4,4,4,4
A02565,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,3,1,2,0,0,0,0,0,1,1,1,1,593.22,593.22,593.22,1,1,1,1,593.22,593.22,593.22,1,1,1,1,593.22,593.22,593.22,1,1,1,1,593.22,593.22,593.22,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,1,6,1,2,1,6,1,2,1,6,1
A02566,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,2,1,2,0,0,0,3,0,1,6,3,0,0,0,0,0,3,2,1.5,2.091738691,1008.9,504.45,1.206902439,,,,,,,,,,,,,,,,,,,,,,0.13,0,0,0,0,1,0.13,1,0.13,0.13,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,4,4,5,5
A02567,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,1,1,2,0,0,1,3,0,2,5,1,0,1,0,0,0,24,6,4,0.962165657,19777.66,3296.276667,0.532247255,17,4,4.25,0.817602112,17492.71,4373.1775,0.573081432,12,1,12,12,15815.47,15815.47,15815.47,12,1,12,12,15815.47,15815.47,15815.47,10000,0,0,0,0,2,10000.07,2,10000,0.07,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,2,2,2,2,2,6,6,6,6
A02569,0,0,42,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2,4,0,0,0,2,0,1,0,0,1,1,2,2,4,2,0,0,0,0,0,67,6,11.16666667,1.379458221,41852.7,6975.45,2.036597402,25,5,5,2.870180352,32052.7,6410.54,2.44052634,25,5,5,2.870180352,32052.7,6410.54,1.645534483,29,5,5.8,2.816367744,32052.7,6410.54,7.0605408,2850,1,1,3,4,3,20400,6,7500,1400,2655.42,383.06,3,3,0,0,4,4,0,0,0,0,4,4,1,1,11,10,1,1,1,1,4,4,2,2,17,15,2,2,2,2,22571.09,3087,383.06,1,1,1,1,4,4,5,5,6,6,9,9
A02570,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,4,0,0,0,2,1,1,0,0,2,2,0,2,4,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,,,,948.45,0,0,0,0,0,0,0,0,0,0,1,0,1,1,31,0,31,11,29,11,1,0,1,1,215,0,215,74,211,74,,,,0,0,0,0,0,0,0,0,0,0,0,0
A02572,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,2,5,1,0,0,0,4,1,1,6,2,4,0,0,0,0,54,5,10.8,1.994937869,89337.53,17867.506,2.17052297,54,5,10.8,1.994937869,89337.53,17867.506,2.17052297,54,5,10.8,1.994937869,89337.53,17867.506,1.560952935,54,5,10.8,1.994937869,89337.53,17867.506,8.220578558,19300,1,1,1,2,2,30350,4,19300,2850,121,,3,3,0,0,9,9,0,0,0,0,3,3,0,0,16,16,0,0,0,0,4,4,0,0,27,27,0,0,0,0,15149.32,3090,120,2,2,3,3,2,2,4,4,3,3,5,5
A02574,0,0,36,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,6,0,0,0,2,1,1,0,0,5,1,0,2,4,5,0,0,0,0,0,7,4,1.75,1.158940397,6847.77,1711.9425,1.260601007,7,4,1.75,1.158940397,6847.77,1711.9425,1.260601007,7,4,1.75,1.158940397,6847.77,1711.9425,1.220147734,7,4,1.75,1.158940397,6847.77,1711.9425,4.464661556,0.1,0,0,1,1,1,0.2,2,0.1,0.1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A02576,1,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,3,0,0,0,1,1,1,0,0,0,3,0,1,4,1,0,0,0,0,0,30,6,5,1.415883746,64081,10680.16667,1.196207142,30,6,5,1.415883746,64081,10680.16667,1.196207142,30,6,5,1.415883746,64081,10680.16667,1.426385235,30,6,5,1.415883746,64081,10680.16667,11.08845956,1900,3,3,4,6,5,23641.41,9,10000,0.41,348.3,611,4,3,1,0,6,4,2,1,0,0,5,5,3,2,26,19,7,5,5,4,8,8,3,2,42,35,7,5,5,4,24403.86,2575,119.54,8,7,8,7,11,10,17,16,12,11,21,20
A02580,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,2,1,0,0,1,2,0,2,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,0,0,0,0,1,5000,1,5000,5000,1877.75,1877.75,0,0,0,0,0,0,0,0,0,0,2,2,1,1,13,3,10,6,10,6,2,2,1,1,59,3,56,28,56,28,4326.99,2342.54,106.7,0,0,0,0,2,2,3,3,2,2,3,3
A02581,1,0,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,7,0,0,0,0,3,0,0,0,4,3,0,2,5,4,1,0,0,0,0,13,6,2.166666667,1.837645136,16785.5,2797.583333,1.747817949,13,6,2.166666667,1.837645136,16785.5,2797.583333,1.747817949,8,4,2,2.419852721,13709.5,3427.375,1.872134866,8,4,2,2.419852721,13709.5,3427.375,6.91298835,0.1,0,0,0,0,1,0.2,2,0.1,0.1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
A02583,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,1,1,0,0,3,1,0,2,5,2,0,0,0,0,0,48,3,16,1.83322302,68582.94,22860.98,1.808988739,48,3,16,1.83322302,68582.94,22860.98,1.808988739,48,3,16,1.83322302,68582.94,22860.98,1.484650381,48,3,16,1.83322302,68582.94,22860.98,4.459479885,10000,0,0,0,0,2,10000,2,9900,100,441.49,,1,1,0,0,2,2,0,0,0,0,1,1,0,0,5,5,0,0,0,0,1,1,0,0,8,8,0,0,0,0,2742.98,441.49,310,0,0,0,0,2,2,2,2,2,2,2,2
A02584,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,2,1,0,1,2,0,0,3,5,3,0,0,0,0,0,13,5,2.6,1.544566641,15745,3149,2.142372686,12,5,2.4,1.425753822,15620,3124,2.113959388,9,5,1.8,2.126000926,15620,3124,1.522259692,9,5,1.8,2.126000926,15620,3124,7.123605396,0.01,0,0,1,1,3,4000.16,3,4000,0.01,,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,1,2,1,,,,1,1,1,1,4,4,4,4,5,5,7,7
A02586,0,0,31,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,5,1,0,0,1,3,1,2,0,0,1,0,0,2,4,2,0,0,0,0,0,11,2,5.5,0.862885727,16389.33,8194.665,0.707624893,1,1,1,1,6,6,6,1,1,1,1,6,6,6,10,1,10,10,16383.33,16383.33,16383.33,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1
A02587,0,0,28,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,2,2,1,100,10622.5,5311.25,0.787961372,2,2,1,100,10622.5,5311.25,0.787961372,1,1,1,1,10077.5,10077.5,10077.5,1,1,1,1,10077.5,10077.5,10077.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02588,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,1,1,0,0,2,2,1,2,3,6,1,0,0,0,0,22,3,7.333333333,0.967218614,52896.81,17632.27,0.690126534,22,3,7.333333333,0.967218614,52816.81,17605.60333,0.688425917,22,3,7.333333333,0.967218614,52816.81,17605.60333,0.660735074,22,3,7.333333333,0.967218614,52816.81,17605.60333,45.8352422,2500,0,0,0,0,1,2500,1,2500,2500,963.13,1294.53,1,0,1,1,6,0,6,6,6,6,4,1,4,4,46,1,45,44,42,41,6,5,5,5,64,7,57,54,54,51,6294.54,1220.21,641.67,0,0,0,0,1,1,1,1,7,7,8,8
A02590,0,0,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,4,2,1,0,0,0,1,0,1,5,1,0,1,0,0,0,6,3,2,1.98019802,1799,599.6666667,0.77900974,6,3,2,1.98019802,1799,599.6666667,0.77900974,5,2,2.5,3.486231152,1469,734.5,0.867930368,3,2,1.5,2.091738691,1798,899,2.123981449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A02592,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,0,0,0,3,0,0,0,0,2,0,1,3,2,0,0,0,0,0,17,4,4.25,1.282423462,38538.27,9634.5675,1.393523757,17,4,4.25,1.282423462,38538.27,9634.5675,1.393523757,17,4,4.25,1.282423462,38538.27,9634.5675,1.306139486,17,4,4.25,1.282423462,38538.27,9634.5675,5.27279968,2000,1,1,2,3,2,5800.34,4,2000,0.34,2682.48,2682.48,1,1,1,1,8,1,7,3,7,3,2,2,2,2,17,4,13,8,13,8,2,2,2,2,18,5,13,8,13,8,11680,2682.48,2046,3,3,3,3,6,6,13,13,8,8,15,15
